"","City","State","MeanAnnual.Temperature","MeanAnnualPrecipitation","NetPrimaryProductivity","Elevation","Residence","NumberBedroooms"
"991","Green Pond","NJ",9.651223242,104.2791284,2.2052544,196.3524933,"One-family house detached from any other house","3"
"992","Jay","OK",14.92285933,91.2440367,1.316588431,315.1291809,"One-family house detached from any other house","3"
"993","Wichita","KS",13.80764526,65.90351682,0.809509391,409.2113953,"One-family house detached from any other house","3"
"994","Vernon","CT",9.280504587,102.9594801,2.031117504,150.3586121,"One-family house detached from any other house","3"
"995","Oklahoma City","OK",16.25244648,64.68776758,0.722630226,348.8772278,"One-family house detached from any other house","3"
"997","East Meredith","NY",6.422400612,97.06659021,1.779186852,611.4335938,"One-family house detached from any other house","5"
"1000","potomac","MD",12.51139144,88.78639144,1.25412629,137.5811157,"One-family house detached from any other house","4"
"1001","New York","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","2"
"1002","Charleston","WV",12.77094801,90.53218654,2.205254386,299.3794556,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1003","Allston","MA",9.388990826,94.63203364,NA,52.88596344,"High rise apartment (multiple units, with 5 or more stories)","1"
"1004","Flossmoor","IL",9.759174312,71.12874618,NA,193.5566711,"One-family house detached from any other house","4"
"1005","Ocean","NJ",11.50688073,97.69892966,1.916603583,30.44665909,"One-family house detached from any other house","2"
"1006","Friedens","PA",10.39648318,92.68058104,1.896729252,508.3613892,"One-family house detached from any other house","4"
"1007","Lexington","KY",12.78448012,93.83784404,1.278921863,269.7555542,"One-family house detached from any other house","4"
"1008","Lockport","NY",8.608792049,67.8601682,NA,123.3691635,"One-family house detached from any other house","2"
"1009","dillsburg","PA",10.6043578,83.71330275,1.326241667,227.5200043,"One-family house detached from any other house","2"
"1010","Coden","AL",20.16100917,123.8960245,2.092254701,7.924260139,"One-family house detached from any other house","4"
"1012","Tempe","AZ",20.79296636,19.41926606,0.286909448,425.6875,"One-family house detached from any other house","3"
"1013","Miami","FL",24.37759939,128.5626147,1.860198361,1.923296809,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","1"
"1015","Lewisburg","WV",11.32094801,85.03470948,2.388098124,694.7855835,"One-family house detached from any other house","3"
"1016","Atlanta","GA",16.65221713,102.9034404,2.095661718,274.2244568,"One-family house detached from any other house","2"
"1018","Laurinburg","NC",16.61873089,100.2272171,1.691550568,57.77694321,"One-family house detached from any other house","3"
"1019","Cary","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"1020","Orem","UT",8.843425076,35.4175841,0.876892793,1686.370239,"One-family house detached from any other house","3"
"1021","Cary","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1022","Fairmont","WV",11.09159021,97.83394495,2.201279529,395.1316528,"One-family house detached from any other house","2"
"1023","Grove City","OH",10.89380734,83.52737003,1.082828585,266.2388916,"One-family house detached from any other house","4"
"1024","Gainesville","FL",20.72599388,115.0859327,3.247236528,36.76833344,"One-family house detached from any other house","4"
"1025","Ponca City","OK",15.65344037,68.68027523,0.661303755,316.9041748,"One-family house detached from any other house","2"
"1026","Charlotte","NC",16.00198777,93.89120795,1.739248934,201.6608276,"One-family house detached from any other house","3"
"1027","Washington","PA",10.53746177,86.09044343,1.754769841,345.6836243,"One-family house detached from any other house","2"
"1028","Olmsted Twp","OH",9.56146789,75.65718654,NA,283.1663818,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1030","Hilliard","OH",10.11330275,77.9633792,1.092860389,285.2580566,"One-family house detached from any other house","3"
"1033","Edgewater","MD",13.6970948,90.40053517,1.377914896,37.22084808,"One-family house detached from any other house","3"
"1034","madison","NJ",11.15,97.4837156,2.2052544,60.80302048,"One-family house detached from any other house","5"
"1035","New York City","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","1"
"1036","Scranton","PA",8.634938838,85.03348624,1.668079956,424.4169312,"Duplex or two-family house (designed for two families)","2"
"1037","Columbia","MO",12.30420489,77.87293578,1.027937615,247.2169495,"One-family house detached from any other house","4"
"1038","Salt Lake City","UT",6.855657492,47.03340979,0.75726832,1931.035034,"One-family house detached from any other house","3"
"1039","Newport Beach","CA",16.28264526,34.18035168,1.037212298,232.911026,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1040","Fort Worth","TX",18.83256881,69.65810398,0.82370533,197.8705597,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1041","Lakewood","OH",9.56146789,75.65718654,NA,283.1663818,"One-family house detached from any other house","3"
"1042","Davis","CA",15.42813456,41.17079511,0.94541187,15.96166706,"Duplex or two-family house (designed for two families)","3"
"1045","Littleton","MA",8.609633028,89.07270642,1.966573293,59.06277847,"One-family house detached from any other house","4"
"1046","Slidell","LA",20.2117737,127.3261468,2.740157487,6.914476395,"One-family house detached from any other house","4"
"1048","Chicago ","IL",9.759174312,71.12874618,NA,193.5566711,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1050","Durham","NC",14.54518349,92.76712538,1.698932469,137.7061157,"Duplex or two-family house (designed for two families)","2"
"1051","Republic","MO",13.6440367,86.23493884,1.153240459,381.5116577,"One-family house detached from any other house","3"
"1052","Bloomfield","NJ",11.15,97.4837156,2.2052544,60.80302048,"One-family house detached from any other house","3"
"1053","Seattle","WA",11.1014526,79.94380734,2.608986975,84.25081635,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1054","Charleston","SC",18.67018349,102.3242355,2.986409751,3.003220558,"One-family house detached from any other house","3"
"1055","New York","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","2"
"1056","Lincoln","NE",10.5925841,58.17759939,0.877460629,404.4563904,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1057","l","ME",5.749541284,99.1690367,2.157556027,138.2166595,"Duplex or two-family house (designed for two families)","1"
"1058","San jose","CA",12.78998471,51.68119266,1.116520292,378.8544312,"One-family house detached from any other house","2"
"1059","mammoth","AZ",17.49969419,32.30733945,0.438332829,1049.841431,"A mobile home","2"
"1060","brooklyn","NY",11.81796636,92.61200306,2.213204125,23.8580265,"Duplex or two-family house (designed for two families)","2"
"1061","Los Angeles","CA",13.37056575,39.35022936,1.220434586,619.3668823,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1062","Hillsborough","NC",14.44793578,93.73470948,1.698932469,190.2480621,"One-family house detached from any other house","3"
"1063","Harrisburg","PA",10.84579511,84.23723242,1.714264089,164.0541687,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","4"
"1064","Laramie","WY",4.192889908,23.55970948,0.400855542,2259.986572,"Duplex or two-family house (designed for two families)","2"
"1065","Bethel","CT",10.10603976,98.2043578,1.867390972,109.4050751,"One-family house detached from any other house","5"
"1066","Martinez","GA",17.48149847,92.25542813,1.792814963,109.0872192,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1067","West Roxbury","MA",9.388990826,94.63203364,1.966573293,52.88596344,"One-family house detached from any other house","4"
"1068","Haslett","MI",8.400764526,64.10405199,1.072228953,265.9377747,"One-family house detached from any other house","4"
"1069","Elkridge","MD",12.43012232,89.19495413,1.041944274,92.84095764,"One-family house detached from any other house","3"
"1070","Raleigh","NC",15.40512232,94.05412844,2.156420352,96.75722504,"One-family house detached from any other house","4"
"1071","Fredonia","WI",7.990061162,63.14136086,1.151347664,187.468338,"One-family house detached from any other house","3"
"1072","west milford","NJ",9.651223242,104.2791284,2.2052544,196.3524933,"One-family house detached from any other house","3"
"1073","New York","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","1"
"1074","Tempe","AZ",20.79296636,19.41926606,0.286909448,425.6875,"One-family house detached from any other house","3"
"1075","Anderson","IN",10.44510703,81.71047401,1.042322838,261.234436,"One-family house detached from any other house","3"
"1076","West Warwick","RI",9.465978593,97.09472477,2.145063591,116.9283371,"One-family house detached from any other house","3"
"1077","Crossville","TN",14.06299694,116.1486239,2.213961239,492.3319397,"One-family house detached from any other house","3"
"1079","Sacramento","CA",15.42813456,41.17079511,1.394950028,15.96166706,"One-family house detached from any other house","3"
"1080","Portland","OR",10.72392966,91.80917431,1.927392495,120.6025009,"One-family house detached from any other house","3"
"1081","Louisburg","KS",13.17729358,80.94074924,1.159108117,304.1794434,"One-family house detached from any other house","6 or more"
"1082","phoenix","AZ",20.49717125,17.00970948,0.286909448,386.5838928,"One-family house detached from any other house","3"
"1083","King George","VA",13.70894495,87.8366208,1.908086011,35.61510468,"A mobile home","3"
"1084","Eugene","OR",11.24938838,101.1090214,1.340248341,161.2072296,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1085","Chicago","IL",9.759174312,71.12874618,NA,193.5566711,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1087","chico","CA",14.7559633,71.67958716,1.623220774,300.1264038,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1088","Longmont","CO",7.221100917,32.97201835,0.616823138,1912.255859,"One-family house detached from any other house","3"
"1089","Central City","IA",8.786391437,68.48990826,0.913802242,275.0544434,"One-family house detached from any other house","4"
"1090","Watertown","NY",6.318195719,86.9851682,1.566247731,393.6227722,"One-family house detached from any other house","2"
"1091","Worcester","MA",8.581116208,98.13524465,2.157934581,170.2480621,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1093","Centralia","IL",13.29954128,85.90045872,1.10686705,146.5675049,"One-family house detached from any other house","2"
"1094","Los Angeles","CA",13.37056575,39.35022936,1.220434586,619.3668823,"One-family house detached from any other house","4"
"1095","Cedar Rapids","IA",8.786391437,68.48990826,1.016770145,275.0544434,"One-family house detached from any other house","4"
"1097","Buffalo","NY",8.183027523,78.44388379,1.065982742,285.7919312,"One-family house detached from any other house","4"
"1098","Ann Arbor","MI",9.459633028,65.69365443,1.064468505,253.6655579,"One-family house detached from any other house","3"
"1099","Rochester","MN",6.783639144,59.71819572,1.044594181,350.5422363,"One-family house detached from any other house","2"
"1100","San Diego","CA",16.81697248,22.42683486,1.389839487,103.6060028,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1101","Effingham","IL",12.35688073,82.25787462,1.090589041,184.4180603,"One-family house detached from any other house","4"
"1102","San Angelo","TX",18.3766055,40.56857798,0.634993944,630.994751,"Duplex or two-family house (designed for two families)","3"
"1103","chicago","IL",9.759174312,71.12874618,NA,193.5566711,"One-family house detached from any other house","3"
"1104","Lexington","MA",9.388990826,94.63203364,1.966573293,52.88596344,"One-family house detached from any other house","3"
"1105","Statesville","NC",15.03088685,98.2733945,1.682843725,330.7252808,"One-family house detached from any other house","3"
"1106","petal","MS",18.84441896,120.4029052,2.133517574,69.55110931,"One-family house detached from any other house","3"
"1107","Minneapolis","MN",6.540137615,59.26934251,0.919291337,278.4336243,"Duplex or two-family house (designed for two families)","2"
"1108","Rolla","MO",13.20481651,80.56085627,1.299174744,332.3847351,"One-family house detached from any other house","5"
"1109","Arlington","VA",14.01888379,87.26605505,1.81817838,64.78483582,"High rise apartment (multiple units, with 5 or more stories)","1"
"1110","Grand Isle","VT",6.708715596,74.17110092,0.948629619,70.81639099,"One-family house detached from any other house","1"
"1111","Goshen","IN",9.789831804,74.87866972,1.100431555,256.8083191,"One-family house detached from any other house","3"
"1112","Raleigh","NC",15.40512232,94.05412844,2.156420352,96.75722504,"One-family house detached from any other house","3"
"1113","Renton","WA",11.17285933,85.4941896,2.186705014,144.7330322,"One-family house detached from any other house","6 or more"
"1114","Louisville","KY",13.52308869,93.08256881,1.143208663,181.5480499,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1115","Chicago","IL",9.759174312,71.12874618,NA,193.5566711,"Low rise apartment (multiple units, with 4 or fewer stories)","4"
"1117","Crystal River","FL",21.68035168,114.6341743,1.467822536,7.022120476,"One-family house detached from any other house","2"
"1118","Waukesha","WI",7.849541284,67.24885321,1.089074804,257.2883301,"One-family house detached from any other house","4"
"1119","Aurora","NY",8.191819572,72.96857798,1.539370082,217.5294495,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1120","Lexington","KY",12.78448012,93.83784404,1.278921863,269.7555542,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1121","Durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","2"
"1122","Des Moines","IA",9.632492355,67.21873089,0.964907635,290.4547119,"One-family house detached from any other house","4"
"1123","Briarcliff Manor","NY",10.60825688,101.411315,1.980012111,127.7934723,"One-family house detached from any other house","4"
"1124","Centerbrook","CT",9.954969419,99.29663609,1.971873108,45.68435287,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","1"
"1125","Pagosa Springs","CO",4.289525994,35.80244648,1.234630528,2425.600098,"A mobile home","2"
"1126","Manteo","NC",16.28203364,109.3341743,NA,1.098220229,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1127","Westlake","OH",9.56146789,75.65718654,NA,283.1663818,"One-family house detached from any other house","3"
"1128","Williamstown","NJ",12.40282875,91.6633792,1.464604782,25.62282181,"One-family house detached from any other house","4"
"1129","Kalamazoo","MI",9.557568807,76.51819572,1.080746513,251.7613831,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1130","Round Rock","TX",19.32316514,63.89571865,0.917398545,266.2280579,"One-family house detached from any other house","4"
"1132","Spring Valley","CA",16.81697248,22.42683486,0.919669899,103.6060028,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1133","Seattle","WA",11.1014526,79.94380734,2.608986975,84.25081635,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1134","Indianapolis","IN",11.55114679,84.20955657,0.90433828,247.0333405,"One-family house detached from any other house","3"
"1135","Efland","NC",14.44793578,93.73470948,1.297092668,190.2480621,"One-family house detached from any other house","3"
"1136","Southbridge","MA",8.466131498,97.69151376,1.849030885,213.2661133,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1137","Raleigh","NC",15.40512232,94.05412844,2.156420352,96.75722504,"Low rise apartment (multiple units, with 4 or fewer stories)","4"
"1138","West Lawn","PA",10.14472477,96.19541284,1.540884316,149.9255524,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1139","New Orleans","LA",20.2588685,128.8316514,2.336803457,2.883951902,"Duplex or two-family house (designed for two families)","3"
"1140","Bellevue","WA",11.1014526,79.94380734,2.608986975,84.25081635,"One-family house detached from any other house","5"
"1141","Oakland","CA",14.09617737,41.10183486,1.87041945,115.6696014,"One-family house detached from any other house","3"
"1142","Van Nuys","CA",13.37056575,39.35022936,0.314922775,619.3668823,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1144","South Haven","MN",6.272400612,55.85558104,0.875189278,329.8183289,"One-family house detached from any other house","4"
"1145","Panorama City","CA",13.37056575,39.35022936,0.314922775,619.3668823,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1146","Rome","GA",15.66620795,118.7213303,2.213582673,239.2244415,"Duplex or two-family house (designed for two families)","2"
"1147","Nine Mile Falls","WA",8.249311927,29.8470948,1.579497278,702.918335,"One-family house detached from any other house","4"
"1148","Salt Lake City","UT",6.855657492,47.03340979,0.75726832,1931.035034,"One-family house detached from any other house","4"
"1149","Los Altos","CA",13.79136086,51.00313456,2.266391583,253.009201,"One-family house detached from any other house","3"
"1150","Siler City","NC",14.88906728,97.33899083,1.297092668,136.7336121,"One-family house detached from any other house","2"
"1151","Bar Harbor","ME",6.625917431,93.48463303,2.259198961,38.98293686,"One-family house detached from any other house","3"
"1152","Clinton","TN",13.31544343,112.3767584,1.977740765,463.2702637,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1153","Frisco","TX",18.26253823,79.21972477,0.778656872,194.1074982,"One-family house detached from any other house","4"
"1155","Hillsdale ","NJ",9.651223242,104.2791284,2.213204125,196.3524933,"One-family house detached from any other house","3"
"1157","Murray","UT",6.855657492,47.03340979,0.75726832,1931.035034,"Duplex or two-family house (designed for two families)","2"
"1158","Bayonne ","NJ",11.15,97.4837156,2.213204125,60.80302048,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1159","Ashburn","VA",12.51139144,88.78639144,1.25412629,137.5811157,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1161","Tinton Falls","NJ",11.50688073,97.69892966,1.916603583,30.44665909,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1162","Clarence","IL",11.13723242,78.97140673,0.96831466,210.2169495,"One-family house detached from any other house","2"
"1163","Madison","NJ",11.15,97.4837156,2.2052544,60.80302048,"One-family house detached from any other house","4"
"1164","Durham","NC",14.54518349,92.76712538,1.698932469,137.7061157,"One-family house detached from any other house","2"
"1165","Olathe","KS",13.17729358,80.94074924,1.102135071,304.1794434,"One-family house detached from any other house","5"
"1166","Bermuda Dunes","CA",19.14327217,12.92752294,0.121290128,567.0177612,"One-family house detached from any other house","3"
"1167","Brooklyn","NY",11.81796636,92.61200306,2.213204125,23.8580265,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1168","Redding","CA",15.58409786,81.6911315,1.407063904,448.0766602,"One-family house detached from any other house","3"
"1169","Davis","CA",15.42813456,41.17079511,0.94541187,15.96166706,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1171","Vancouver","WA",10.72392966,91.80917431,2.774417026,120.6025009,"One-family house detached from any other house","2"
"1172","Long Beach ","CA",16.55206422,24.44931193,1.220434586,35.27723312,"High rise apartment (multiple units, with 5 or more stories)","2"
"1173","Crane Hill","AL",16.19992355,114.6098624,1.309395824,218.1261139,"One-family house detached from any other house","3"
"1174","Blacksburg","VA",11.23807339,91.43340979,2.461538455,635.8566895,"One-family house detached from any other house","3"
"1175","Durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1176","New York","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","1"
"1177","New York","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","1"
"1178","Goldsboro","NC",16.24013761,104.7938838,1.19734252,46.48333359,"One-family house detached from any other house","3"
"1179","New Orleans","LA",20.60412844,127.4941131,2.336803457,1.143264055,"One-family house detached from any other house","3"
"1180","New Orleans","LA",20.2588685,128.8316514,2.336803457,2.883951902,"One-family house detached from any other house","3"
"1181","Irving","TX",18.8132263,75.17469419,0.778656872,155.8502808,"One-family house detached from any other house","2"
"1182","Milford ","PA",8.993654434,99.50672783,2.081655058,268.7194519,"One-family house detached from any other house","4"
"1183","Cumberland","MD",10.97400612,86.025,1.896729252,486.1616516,"One-family house detached from any other house","4"
"1184","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1185","Stafford","NY",7.579357798,73.87438838,1.286303754,415.671936,"One-family house detached from any other house","3"
"1186","Middletown","MD",12.68478593,84.65328746,1.209267119,163.789444,"One-family house detached from any other house","4"
"1188","Erie","PA",9.101911315,78.14487768,1.72410661,188.9750061,"One-family house detached from any other house","3"
"1189","New Canton","VA",14.27522936,84.47683486,1.514006662,113.5241699,"One-family house detached from any other house","3"
"1191","Acton","MA",8.609633028,89.07270642,1.966573293,59.06277847,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1193","Cincinnati","OH",11.8,81.8867737,1.217216843,239.0194397,"One-family house detached from any other house","4"
"1194","Portola Valley","CA",13.79136086,51.00313456,2.266391583,253.009201,"One-family house detached from any other house","5"
"1195","Revere","MA",9.383715596,94.2704893,NA,22.84713936,"High rise apartment (multiple units, with 5 or more stories)","1"
"1199","Lakewood","CA",16.55206422,24.44931193,1.220434586,35.27723312,"One-family house detached from any other house","3"
"1200","East Meredith","NY",6.422400612,97.06659021,1.779186852,611.4335938,"One-family house detached from any other house","5"
"1201","East Lansing","MI",8.400764526,64.10405199,1.072228953,265.9377747,"One-family house detached from any other house","3"
"1202","Pittsburgh","PA",10.59304281,88.16972477,1.641202297,330.4186096,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1203","Levittown","PA",11.35496942,95.97515291,2.082980009,41.57500076,"One-family house detached from any other house","4"
"1204","Seattle","WA",11.1014526,79.94380734,2.608986975,84.25081635,"One-family house detached from any other house","5"
"1205","Auburn","WA",11.17285933,85.4941896,2.186705014,144.7330322,"One-family house detached from any other house","2"
"1206","Alachua","FL",20.84166667,117.7240061,2.532139617,19.09694481,"One-family house detached from any other house","4"
"1207","Germantown","MD",12.51139144,88.78639144,1.209267119,137.5811157,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1208","Atlanta","GA",16.65221713,102.9034404,2.095661718,274.2244568,"One-family house detached from any other house","3"
"1209","Logan","UT",6.342889908,35.76735474,0.748750761,1855.567749,"One-family house detached from any other house","3"
"1210","WOODBRIDGE","VA",14.01888379,87.26605505,1.25412629,64.78483582,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1211","Fairview","NC",11.10466361,111.1902905,2.555799501,854.4008179,"One-family house detached from any other house","4"
"1212","Lexington Park","MD",14.0543578,93.61360856,1.480693521,5.422117233,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1213","Carlisle","MA",8.609633028,89.07270642,1.966573293,59.06277847,"One-family house detached from any other house","4"
"1214","Lowell","MI",8.954969419,70.29801223,1.150779826,255.1641693,"One-family house detached from any other house","3"
"1215","Sandpoint","ID",5.382568807,70.92737003,1.670351305,902.4277954,"One-family house detached from any other house","4"
"1216","Brooklyn","NY",11.15,97.4837156,2.213204125,60.80302048,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1217","Seattle","WA",11.1014526,79.94380734,2.186705014,84.25081635,"One-family house detached from any other house","5"
"1220","Ames","IA",8.909785933,65.98272171,0.89222441,329.9030457,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1221","Bessemer City","NC",16.04105505,99.05825688,1.60807844,233.3261108,"One-family house detached from any other house","4"
"1222","Bellevue","WA",11.1014526,79.94380734,2.186705014,84.25081635,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1223","Birmingham","AL",17.22966361,112.1009939,2.040581466,178.074173,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1224","RALEIGH","NC",15.40512232,94.05412844,1.698932469,96.75722504,"Duplex or two-family house (designed for two families)","3"
"1226","Baltimore","MD",12.43012232,89.19495413,1.302771058,92.84095764,"One-family house detached from any other house","2"
"1227","Bath","MI",8.400764526,64.10405199,1.072228953,265.9377747,"One-family house detached from any other house","3"
"1229","Florissant","MO",13.58379205,78.43256881,1.078664447,148.6699982,"One-family house detached from any other house","4"
"1230","new York","NY",11.15,97.4837156,2.213204125,60.80302048,"High rise apartment (multiple units, with 5 or more stories)","3"
"1231","new york","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","1"
"1232","Oak Creek","WI",8.315978593,68.23753823,NA,189.9030609,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1233","Johns Island","SC",18.57515291,103.1247706,2.986409751,4.99572134,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1234","Santa Barbara","CA",14.03287462,28.1837156,1.6612659,285.3345032,"One-family house detached from any other house","4"
"1236","Sherborn","MA",9.388990826,94.63203364,1.966573293,52.88596344,"One-family house detached from any other house","3"
"1237","Durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1238","Due West","SC",16.14831804,99.36100917,1.467633252,175.4738922,"One-family house detached from any other house","3"
"1239","Jackson Heights","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","1"
"1240","Colorado Springs","CO",9.466513761,29.63233945,0.520290734,2004.253662,"One-family house detached from any other house","3"
"1241","Erie","CO",7.221100917,32.97201835,0.720737433,1912.255859,"One-family house detached from any other house","3"
"1242","Minneapolis","MN",6.540137615,59.26934251,0.919291337,278.4336243,"One-family house detached from any other house","3"
"1243","Lake Worth","FL",23.64327217,124.9727829,NA,5.014381886,"One-family house detached from any other house","4"
"1244","Silver Spring","MD",12.43012232,89.19495413,1.81817838,92.84095764,"High rise apartment (multiple units, with 5 or more stories)","2"
"1245","Vacaville","CA",14.24908257,60.2470948,0.94541187,143.1794128,"One-family house detached from any other house","3"
"1246","LEXINGTON","MA",9.388990826,94.63203364,1.966573293,52.88596344,"One-family house detached from any other house","3"
"1247","loveland","NC",7.221100917,32.97201835,0.616823138,1912.255859,"One-family house detached from any other house","4"
"1248","Tiburon","CA",13.36735474,74.6293578,1.87041945,176.9082031,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1249","Baltimore","MD",12.43012232,89.19495413,1.041944274,92.84095764,"One-family house detached from any other house","5"
"1250","Waltham","MA",9.388990826,94.63203364,1.966573293,52.88596344,"One-family house detached from any other house","4"
"1251","Provo","UT",8.843425076,35.4175841,0.876892793,1686.370239,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1253","Cambridge","MA",9.388990826,94.63203364,NA,52.88596344,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1255","charleston","SC",18.67018349,102.3242355,2.986409751,3.003220558,"One-family house detached from any other house","3"
"1256","Washington","DC",13.6970948,90.40053517,1.81817838,37.22084808,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1257","odessa","TX",18.02362385,26.18287462,0.469185343,868.7591553,"One-family house detached from any other house","3"
"1258","Riverhead","NY",10.72431193,93.8235474,2.260334642,20.12547874,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1259","GReensboro","NC",14.56414373,88.55282875,1.67546184,225.6538849,"One-family house detached from any other house","4"
"1261","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1262","Fairfield","VA",12.53776758,78.74449541,2.125189278,463.9622192,"One-family house detached from any other house","3"
"1263","San Diego","CA",16.81697248,22.42683486,1.389839487,103.6060028,"One-family house detached from any other house","3"
"1264","minneapolis","MN",7.233333333,59.23409786,0.919291337,284.1616516,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1265","Moore","OK",16.26712538,68.88975535,0.639725923,344.3697205,"One-family house detached from any other house","4"
"1266","Brighton","MI",8.57469419,63.89495413,1.064468505,279.9338989,"One-family house detached from any other house","5"
"1267","Rogers","AR",14.68279817,94.02966361,1.059547246,379.7380676,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1268","Goodyear","AZ",20.49717125,17.00970948,0.18697002,386.5838928,"One-family house detached from any other house","5"
"1269","Texas City","TX",20.8116208,92.42538226,1.584039977,1.458844185,"One-family house detached from any other house","3"
"1270","Belmont","MA",9.388990826,94.63203364,1.966573293,52.88596344,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1271","New York","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","1"
"1272","Chicago","IL",9.759174312,71.12874618,NA,193.5566711,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1273","West Fargo","ND",5.016360856,42.55282875,0.661114476,281.2247314,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1274","manor","TX",20.15902141,63.98692661,0.960554208,210.0549927,"One-family house detached from any other house","3"
"1275","Silver Spring","MD",12.51139144,88.78639144,1.81817838,137.5811157,"One-family house detached from any other house","4"
"1278","Mc Cordsville","IN",11.00175841,85.88845566,1.042322838,261.2016602,"One-family house detached from any other house","3"
"1283","Montpelier","VT",4.082186544,90.16513761,1.726188676,433.0610962,"One-family house detached from any other house","3"
"1286","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
